3.780346,3.101205
0.093973,0.032486
2.674391,3.921937
5.258294,3.473425
2.000368,4.547371
2.565275,1.993593
0.197749,4.443449
5.184530,1.785955
4.144313,3.418499
5.441828,4.502682
6.199955,2.548305
3.039122,0.118603
5.303878,1.191706
4.492109,3.817298
0.992945,1.286807
1.449521,1.174956
1.182761,5.694197
3.895995,0.810110
6.266913,6.222514
4.182684,5.714872
3.059697,0.230162
5.170989,5.798496
1.351342,2.627975
4.985859,2.596061
0.770022,4.176799
3.376502,5.779359
3.062237,3.582379
2.449778,4.237122
2.189334,1.093306
5.575088,2.086739
4.864599,0.662957
5.949386,1.215928
3.632501,1.568879
1.622308,3.722639
4.604787,2.081836
2.477168,4.131278
1.395789,1.567571
1.016768,6.196350
5.309681,0.416518
4.914170,1.029929
3.180808,1.342014
0.116371,6.093059
4.179842,2.930493
5.095698,1.762720
2.225407,3.343875
3.719923,0.374186
2.504189,4.698823
0.235907,2.672472
4.799342,4.824796
3.538232,2.374789
2.715111,2.277233
2.110480,4.148045
4.948617,5.356233
4.812529,4.681492
2.408947,0.886706
2.089444,1.150750
3.035200,3.010617
3.552532,1.413115
5.515389,4.836222
5.382929,0.620654
4.488657,1.581341
6.112668,5.399064
5.536451,1.023886
1.883239,6.258439
3.906847,1.830919
5.008240,5.631783
3.034712,3.766141
2.244667,1.767045
4.768847,0.942004
4.005298,4.545744
2.678259,4.962031
1.918853,2.983009
4.966169,2.231431
3.653675,3.778656
6.019309,3.509152
5.324375,1.842432
0.551230,0.549084
1.344715,1.227493
5.892446,5.278930
0.356512,0.281403
3.899268,2.190858
5.251708,1.502117
2.115912,1.363279
5.726006,5.491986
1.276584,6.237746
3.421923,3.693526
4.759631,2.577065
5.070613,5.996182
4.758350,4.041861
0.465724,2.799985
5.310385,5.634155
2.225446,3.399376
0.750306,3.603679
6.070680,4.514708
3.618262,2.975224
2.671803,5.769140
4.601702,5.567843
0.712973,2.535569
0.776334,3.674371
0.242715,2.123138
4.333114,2.026723
4.590915,3.891896
1.369669,3.639089
4.149501,4.150323
3.911472,4.286666
2.386010,4.726631
4.583047,2.768808
5.735061,1.522024
3.602028,0.722010
0.508026,5.752062
6.035169,5.589360
1.449841,2.241980
2.395512,2.211446
5.592734,5.160256
4.852293,5.595742
4.743022,5.014233
5.290666,3.297191
4.907589,4.885141
4.686677,2.851429
3.749060,1.242286
4.510499,3.136034
0.854313,2.715336
2.981442,0.904362
4.495055,6.248387
0.940847,3.197240
0.414161,1.466777
2.902598,4.094003
2.430073,4.198784
2.233542,1.903891
0.725927,3.855128
2.435158,2.381191
1.299480,4.035054
5.119622,4.408025
4.385515,4.939104
2.819761,5.225952
4.863878,0.940968
0.323587,4.979005
3.991902,5.554910
3.691513,3.427182
0.025515,5.567926
4.216863,4.267780
5.959145,5.309328
0.049517,6.278672
4.408269,5.947457
1.915798,3.995849
4.958382,0.952460
1.067632,2.186596
6.218710,4.930689
5.242586,3.184494
0.485550,5.260255
4.997511,1.532636
2.637739,0.297067
2.002149,2.357164
5.996913,3.525047
1.800762,0.798587
2.260987,1.581924
6.160692,0.970934
4.251327,0.585435
2.832693,1.304579
0.885693,5.577834
0.362193,3.449060
5.936503,0.437041
0.433638,2.442173
2.174255,3.859805
4.866328,3.341315
5.739539,3.123338
4.281836,0.412161
2.499410,3.024426
4.380511,5.519247
4.396845,2.138456
0.765843,2.167137
3.768026,2.891721
5.148526,5.257974
1.339939,1.888795
5.593178,2.693093
4.653280,1.200287
1.698424,2.046045
0.250574,0.852143
3.621305,3.780435
4.941911,1.521066
0.472640,1.210929
5.102018,6.082830
0.386203,2.739732
4.198189,3.890823
2.952571,3.460372
2.182314,0.143834
0.139789,1.145407
0.588606,0.108893
3.128516,2.293429
3.510893,4.855807
0.794084,0.038590
3.831857,3.189086
3.639046,4.800771
5.360071,5.663351
5.356327,4.845371
3.704882,1.596969
1.471321,1.221672
0.528874,1.420005
3.271332,3.784698
4.603598,1.332268
4.119862,2.151331
2.288236,0.802053
5.055868,5.402081
3.893371,3.335607
3.636602,1.322232
0.479665,5.439692
4.346454,4.596369
2.551906,4.861976
2.789189,1.593622
1.578241,3.929994
4.696908,3.502520
