1.214054,-0.847888,-1.086260,0.387128,0.183055,0.214022,0.913613,-0.661295,-1.466927,0.859101,1.120884,-0.670990,-0.193409,0.173892,-0.543002,0.483157,0.804630,-1.026500,-0.621235,1.277638
0.538638,0.967295,0.641030,0.946803,0.733307,0.901594,0.824797,0.859929,0.909100,0.836842,0.986370,0.793611,1.065016,0.750174,1.144697,0.695188,1.192593,0.622486,1.266250,0.576277
1.116551,0.271088,-1.123831,-1.608054,0.880485,1.117682,-0.404236,0.638610,-0.151821,-1.363963,0.698212,0.404009,-1.131859,0.488153,1.302014,-0.115114,-1.149741,-0.488076,0.734623,-0.176747
0.697697,-0.720581,0.533619,0.337806,0.991639,0.142516,-0.557741,-0.563040,-1.253653,0.933206,-0.132138,-1.201695,-0.023834,1.348234,1.024298,-1.314835,0.974859,1.104097,-0.811980,-0.744105
0.867318,0.920047,0.070454,-1.089393,-0.816495,-1.270935,0.476757,1.035170,0.650417,1.399880,-1.293268,-0.719539,0.759229,-1.288344,0.278698,0.354983,-0.547587,0.912153,-0.296855,0.039843
1.351952,-0.792521,-0.856051,-0.429578,-0.363786,0.616287,0.376648,0.131886,-0.362582,-0.280039,1.263675,-0.263280,-1.192550,0.142229,-0.052985,0.619891,0.345377,-0.390051,-0.188960,-0.789720
0.152707,1.642798,0.164023,0.605423,0.680832,0.431417,0.353601,1.495943,1.137752,0.964013,0.458671,0.010020,1.429885,0.831057,0.490437,1.056825,1.506619,-0.163691,0.448880,-0.070354
0.935300,-1.637685,0.894567,1.103823,-0.108094,-0.041317,-0.897956,-0.216248,-0.684405,-0.324211,0.253044,0.369653,0.812390,0.641536,0.482443,-1.505810,-0.296294,1.208428,-0.685873,-0.419426
1.085451,-0.730828,-0.564707,0.356236,-0.388962,0.091640,0.869464,-0.564370,-0.534976,0.995642,-0.228358,-1.354641,0.667042,1.534043,-0.421403,-1.557491,-0.177233,1.390873,0.537146,-1.058329
0.431424,-0.196811,0.849117,0.278621,1.027913,-0.677934,-0.026220,0.164062,-0.296862,1.103414,-1.346345,-1.642580,-0.337924,0.889514,-0.399195,-0.032632,1.232397,0.106262,0.499257,-0.461276
0.367713,-0.949661,-0.282014,0.238570,-0.021672,0.310856,0.759139,-0.184831,0.476373,-0.367251,-0.065183,0.660394,0.520954,-0.194022,1.086806,-0.774953,0.504800,1.440642,0.244109,-1.144643
1.490946,-0.519037,-0.499975,-0.800378,1.462038,0.733762,-0.461453,-0.570117,1.373577,-1.149554,-0.386497,0.470033,1.227445,-0.563723,-0.321548,-1.439298,1.047761,0.184226,-0.183575,-0.492990
0.950470,-1.582727,1.203944,0.233142,0.451429,-0.076934,-0.756053,0.693183,-1.408361,0.608669,-0.976051,-1.247066,0.309445,0.329903,1.346131,-0.940681,1.338559,1.591074,0.265231,-0.287868
0.930178,-0.547974,0.039550,0.278613,-0.473761,-0.276306,-0.440770,0.531305,1.189952,-0.912785,-0.348412,1.191864,-1.131696,-1.224643,1.247914,0.893727,-0.013474,-0.392738,-0.701768,-0.213703
0.909811,0.120955,1.147669,-0.115552,0.334272,0.059166,-0.814247,-0.235060,-1.353577,-1.101936,-0.720046,-1.368331,0.550987,-0.369744,1.416008,1.077993,1.105500,1.534544,-0.146691,0.731753
1.116283,-0.068777,1.017293,-0.856582,-0.674936,-0.693008,-1.394344,-0.075307,-0.236605,0.398309,0.808763,0.397201,0.183512,0.246762,-0.526199,0.105047,0.214233,-0.114464,1.160758,-0.449669
0.384375,1.086626,1.411181,0.626599,-0.323576,-0.039833,-0.452608,-0.482078,-0.912015,-0.541875,0.003235,-0.252722,1.432581,0.149630,0.023747,0.289699,-0.271617,0.100717,-1.003198,-0.294539
1.398649,-1.367971,-0.084740,-0.220170,-0.203118,-0.391281,0.721188,-0.501245,-1.353787,1.477635,0.035811,-0.297148,-0.276125,1.171300,-1.107051,-0.489764,0.921781,-0.774922,-0.428286,-0.037240
-0.248376,-0.458124,0.516077,-0.396991,-0.255482,1.131480,-0.127646,-0.373964,0.552004,-0.247497,-0.256693,1.253048,-0.016146,-0.252661,0.593272,-0.093528,-0.236392,1.359814,0.092351,-0.199146
0.699340,-0.573158,0.419162,1.386948,-1.368430,0.210850,1.231697,0.687293,-0.109506,0.400632,-1.125346,-0.715558,1.348368,0.261619,-0.512891,-1.666609,-0.558334,0.364445,0.929191,-1.317692
1.473364,-0.618810,-0.503157,-0.913637,1.442715,0.547797,-0.513710,-0.841737,1.316456,-1.337218,-0.571298,0.263437,1.121583,-0.854020,-0.603669,-1.497200,0.912343,0.269868,-0.667331,-0.498956
0.335083,-0.641626,1.433516,1.389973,-0.129576,0.085038,-0.397974,0.988927,-0.875866,0.423090,-0.539079,-0.101578,1.301157,0.360052,0.519092,-1.253501,0.041623,0.268646,-0.630918,-1.703053
0.944827,0.273822,0.454570,0.351980,-0.411402,-1.598523,-0.495379,-0.284359,-0.213295,-0.585811,0.423311,0.676054,0.779514,1.313593,-0.232341,0.029821,-1.224481,0.462261,-0.036041,-1.545594
0.942795,-1.352133,0.502931,1.551209,-0.291026,-1.563389,-0.495061,1.321200,-0.383056,-0.905179,0.267132,0.369932,0.952472,0.131695,0.155390,-0.552006,-1.271192,0.779044,-0.607308,-0.765126
0.449455,1.491978,0.653415,-0.082871,1.336884,0.070554,-0.058341,0.127455,0.177799,-1.466643,-1.337111,-0.950074,-0.586511,-0.333847,-0.700532,-1.216673,0.307712,-0.012696,0.980826,0.972360
