6.167376,4.377786
5.214580,5.763108
0.787261,4.712698
3.568079,3.522474
1.786913,3.451860
2.693873,0.775563
3.245323,3.853790
0.502740,0.858443
3.977059,6.278449
5.284840,6.007937
2.011315,1.041036
4.706414,2.999742
0.057728,2.369656
4.948443,0.877477
0.255926,1.834170
0.111264,1.231186
1.719431,4.307960
3.762942,3.958075
0.935210,5.903693
6.113158,4.188098
2.463315,5.987253
2.978609,4.033077
3.383964,5.234855
5.334435,0.690901
2.358284,2.169118
3.955670,3.085519
2.060204,4.775743
4.430833,3.964936
2.106646,3.857851
1.682240,0.974183
5.231926,4.554000
6.033803,1.880449
4.776223,6.170658
3.443116,5.724687
0.040140,6.266196
5.329812,0.602445
1.715795,0.245130
0.769511,1.504812
5.376055,4.281173
0.917767,3.420866
2.790051,1.153927
1.211628,3.460005
5.950967,5.169371
3.121198,4.470247
5.749637,0.178989
3.148512,4.169574
0.034130,1.429396
6.036656,5.624263
3.546180,5.049403
5.739058,1.172823
1.857522,6.202487
2.579930,2.604541
1.726942,0.937349
1.958556,2.679571
0.987239,1.295572
1.787640,2.907819
5.591960,0.553973
0.856675,0.991644
5.291281,3.959230
3.951520,5.589742
5.678846,5.656837
5.004014,0.674677
0.575702,6.208353
2.345149,2.793264
0.512472,4.186030
0.877660,2.881646
5.753226,4.568827
1.249326,5.539551
2.842064,4.845048
0.522588,2.352576
2.994296,1.269049
0.329002,5.994014
4.500846,4.782480
5.708716,5.753076
4.814158,4.385281
3.359234,2.300472
0.430426,0.759031
3.935373,0.399342
5.519992,3.334750
3.516478,1.003176
2.022306,0.359174
3.579624,1.491485
4.603078,5.428443
4.065631,3.072004
1.020254,1.230779
5.117019,0.681242
4.721262,5.737548
5.589721,1.080288
3.308843,3.925613
5.046191,0.565602
6.086690,1.590891
3.521145,4.867447
1.445465,1.427658
0.229464,2.462695
2.327989,2.871055
6.056379,3.289220
3.147906,2.928288
1.728651,5.288273
1.231433,2.956512
4.140565,1.332264
0.987883,5.370165
0.910062,4.288156
1.432515,2.156380
4.026947,2.875083
5.624707,1.553949
4.062599,5.498769
1.244899,2.767374
4.995950,1.169437
3.208330,4.472521
4.975332,0.248974
3.160880,1.643637
6.052465,2.950903
1.790461,2.531524
3.697482,6.267541
1.977091,4.524433
3.090670,2.059301
4.019847,5.406280
4.846014,1.819909
3.478784,3.160789
6.097338,4.709486
2.769691,1.359588
1.452912,3.944480
5.264342,5.745538
0.636456,4.109761
3.215306,3.665324
4.584070,4.499372
0.606711,4.377367
1.009465,6.159645
3.554913,5.680199
1.344376,2.830262
1.629301,3.549554
2.979254,1.632813
4.214556,5.611637
1.274224,6.224262
1.592511,0.849661
5.897185,5.844677
5.120632,0.082267
0.247223,4.658026
5.193718,4.861685
2.909069,5.512051
3.117989,4.473921
2.693602,5.095076
3.175115,5.256690
6.272789,5.789152
0.931299,0.481642
2.304314,0.385743
3.388793,2.812934
0.643025,3.791040
5.910790,0.945664
4.892897,0.390299
4.238581,5.639442
3.527672,0.471944
4.373864,4.889461
6.042202,1.012303
5.510608,4.489593
1.406208,4.663116
5.063510,0.982854
0.275821,1.293795
2.928825,0.951108
2.840974,3.140472
2.842543,1.042685
2.174196,1.646210
2.261745,2.866976
2.238513,4.065295
4.517305,1.290825
2.899507,4.653257
3.882238,2.281679
1.517691,1.691275
4.066569,4.865121
1.660219,5.396330
5.671639,1.027919
3.650589,1.154337
3.348281,3.928612
1.566821,2.384041
